sku,wp_post_id,vendor,brand,name,identity_key,primary_ean,lookup_ean,all_eans,shop_status,woo_thumb,woo_kind,vendor_image,in_wholesale_export,has_override,has_cdn_file,has_scraped_file,has_brasty_file,fill_origin,override_url,no_image_bytes_anywhere
BF-B016518,121717,beautyfort,Davidoff,Davidoff Indigo Eau de Toilette 60ml Spray,ean:3616305938497,3616305938497,3616305938497,3616305938497,missing,,none,,1,0,0,0,0,export_ean_only_no_url,,1
BF-Z017422,121718,beautyfort,Gisada,Gisada Ambassador Men Eau de Parfum 100ml Spray,ean:7640164030418,7640164030418,7640164030418,7640164030418,missing,,none,https://www.beautyfort.com/pic/RUlPc2hkWGlmd3RlWWtYRC9YaEI5YXRoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-R187039,121721,beautyfort,Antonio Banderas,Antonio Banderas The Icon Geschenkset 100 ml EDT + 150 ml Deodorant Spray,ean:8411061045336,8411061045336,8411061045336,8411061045336,missing,,none,https://www.beautyfort.com/pic/YWRxWml5NEs3S0hYTTVWa2xsV3N3VHNEWDVYaTNFdlk%3D,0,0,0,0,0,,,1
BF-B996498,121724,beautyfort,Ellen Tracy,Ellen Tracy Gift Set 100ml EDP + 100ml Body Lotion,ean:0849017013906,0849017013906,849017013906,849017013906,missing,,none,https://www.beautyfort.com/pic/b01MMFAyeWFEK3lnSlJkNWdScGxjcXRoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-F664251,121725,beautyfort,Ellen Tracy,Ellen Tracy Gift Set 15ml Classic EDP + 15ml Bronze EDP + 15ml Tracy EDP + 15ml Love Notes EDP,ean:0849017015658,0849017015658,849017015658,849017015658,missing,,none,https://www.beautyfort.com/pic/Z0xtU3gzYkVzUDJDR2dSdUR6aXVaS3RoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-L926122,121726,beautyfort,Nuxe,Nuxe Crème Prodigieuse Geschenk-Set 40ml Multi-Korrektur-Gel-Creme + 50ml Micellar Wasser,ean:3264680029974,3264680029974,3264680029974,3264680029974,missing,,none,https://www.beautyfort.com/pic/WUdJdG1IZ3ptY3p6YW1xV3I4RkdCcXRoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-A634852,121727,beautyfort,Jimmy Choo,Jimmy Choo Man Geschenkset 50ml EDT + 100ml All Over Duschgel,ean:3386460065443,3386460065443,3386460065443,3386460065443,missing,,none,https://www.beautyfort.com/pic/U0JULzQyQ296V29VZHA5aVI0czVMRHNEWDVYaTNFdlk%3D,0,0,0,0,0,,,1
BF-F738551,121728,beautyfort,Mont Blanc,Mont Blanc Legend Blue Gift Set 100ml EDP + 100ml Shower Gel + 7.5ml EDP,ean:3386460147699,3386460147699,3386460147699,3386460147699,missing,,none,,0,0,0,0,0,,,1
BF-B556521,121729,beautyfort,Mont Blanc,Mont Blanc Legend Blue Gift Set 100ml EDP + 100ml Shower Gel +2x 7.5ml EDP,ean:3386460154376,3386460154376,3386460154376,3386460154376,missing,,none,,0,0,0,0,0,,,1
BF-N5925215,121730,beautyfort,The Kind Edit Co.,The Kind Edit Co. Utopia Happiness Gift Set 100ml Shower Gel + 100ml Body Scrub  + 10g Lip Balm + Toiletry Bag,ean:5055193552541,5055193552541,5055193552541,5055193552541,missing,,none,https://www.beautyfort.com/pic/QWRjUVM0bVR2SzRuQUZXSGtwMzZQYXRoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-Z771434,121734,beautyfort,Dolce & Gabbana,Dolce & Gabbana K Eau de Parfum Gift Set 100ml EDP + 75g Deodorant Stick + 50ml Shower Gel,ean:8056669924050,8056669924050,8056669924050,8056669924050,missing,,none,,0,0,0,0,0,,,1
BF-L326269,121735,beautyfort,Embark,Embark My Journey Kashmir Eau de Parfum 15ml Spray,ean:8906096161590,8906096161590,8906096161590,8906096161590,missing,,none,https://www.beautyfort.com/pic/eFkxaGhBb0Q3ZklrM2JPS25UaWEzNnRoTllvMURGSVE%3D,0,0,0,0,0,,,1
BF-J738581,121736,beautyfort,Moncler,Moncler Sunrise pour Femme Gift Set 100ml EDP + 100ml Shower Gel + 100ml Body Cream,ean:3386460148979,3386460148979,3386460148979,3386460148979,missing,,none,,0,0,0,0,0,,,1
BF-T974264,121738,beautyfort,Victoria's Secret,Victoria's Secret Pomegranate & Lotus Body Lotion 236ml,ean:0667551556433,0667551556433,667551556433,667551556433,missing,,none,https://www.beautyfort.com/pic/dldkVi9sVjZjSkxHWU8ySFhUSWJGS3RoTllvMURGSVE%3D,0,0,0,0,0,,,1
