ean,url,host,kind,suggested_file,already_on_cdn
20714325312,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/U77844.jpg?v=1740630176,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714325312.jpg,0
20714426774,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714426774-9_1.jpg?v=1671826274,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714426774.jpg,0
20714495428,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714495428-9.jpg?v=1673046893,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714495428.jpg,0
20714495442,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714495442-9.jpg?v=1671826834,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714495442.jpg,0
20714561468,https://www.oceanfragrances.com/Foto/0020714561468.jpg,www.oceanfragrances.com,oceanfragrances,files/remote/www.oceanfragrances.com/20714561468.jpg,0
20714672072,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714672072-9_1.jpg?v=1673047041,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714672072.jpg,0
20714711870,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714711870-9_2.jpg?v=1673047101,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714711870.jpg,0
20714711900,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/K34668.jpg?v=1740630183,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714711900.jpg,0
20714711979,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/O22812.jpg?v=1740630186,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714711979.jpg,0
20714776114,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714776114-9_1.jpg?v=1673046599,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714776114.jpg,0
20714939472,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/O63586.jpg?v=1740627434,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714939472.jpg,0
20714949563,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714949563-9.jpg?v=1673047427,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714949563.jpg,0
20714977016,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714977016-9.jpg?v=1671826821,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714977016.jpg,0
20714977061,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714977061-9.jpg?v=1671826817,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714977061.jpg,0
20714979089,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/020714979089-9_1.jpg?v=1673046492,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/20714979089.jpg,0
2200003105094,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/D856734.jpg?v=1740620307,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/2200003105094.jpg,0
22548010150,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Y0390.jpg?v=1740617162,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548010150.jpg,0
22548024317,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548024317-9.jpg?v=1671877923,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548024317.jpg,0
22548040119,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548040119-9.jpg?v=1671877905,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548040119.jpg,0
22548040126,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548040126-9.jpg?v=1671877911,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548040126.jpg,0
22548055373,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548055373-9.jpg?v=1671877918,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548055373.jpg,0
22548055380,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548055380-9.jpg?v=1671877900,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548055380.jpg,0
22548147528,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548423967-9.jpg?v=1671859478,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548147528.jpg,0
22548151631,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F115651.jpg?v=1740621925,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548151631.jpg,0
22548172971,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548172971-9.jpg?v=1673061363,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548172971.jpg,0
22548181089,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548181089-9.jpg?v=1673061351,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548181089.jpg,0
22548221594,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z81425.jpg?v=1740610574,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548221594.jpg,0
22548223475,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/O74212.jpg?v=1740610617,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548223475.jpg,0
22548228562,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548228562-9.jpg?v=1671884038,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548228562.jpg,0
22548228586,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548228586-9.jpg?v=1671884029,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548228586.jpg,0
22548230930,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/T39263.jpg?v=1740610676,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548230930.jpg,0
22548230947,https://images.btswholesaler.com/imgs/productos_cosmetica/imagenes/0085715950291_1.webp,images.btswholesaler.com,bts_cdn,files/remote/images.btswholesaler.com/22548230947.webp,0
22548266816,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/022548266816-9.jpg?v=1671877936,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548266816.jpg,0
22548289655,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J78381.jpg?v=1740614248,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548289655.jpg,0
22548355114,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/N350030.jpg?v=1740610651,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548355114.jpg,0
22548371039,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/R965029.jpg?v=1740610657,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548371039.jpg,0
22548371053,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L602996.jpg?v=1740610661,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548371053.jpg,0
22548386903,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F22325.jpg?v=1740610692,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548386903.jpg,0
22548386910,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/D3016106.jpg?v=1740610698,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548386910.jpg,0
22548387504,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/O81034.jpg?v=1740616287,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548387504.jpg,0
22548407912,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z983814.jpg?v=1740621929,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548407912.jpg,0
22548408032,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J49207.jpg?v=1740616299,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548408032.jpg,0
22548424902,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/P737221.jpg?v=1740634943,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548424902.jpg,0
22548427026,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/T064252.jpg?v=1740610613,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548427026.jpg,0
22548430514,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F002551.jpg?v=1740616295,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548430514.jpg,0
22548432655,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J491781.jpg?v=1740610592,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548432655.jpg,0
22548433621,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F545051.jpg?v=1740610605,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548433621.jpg,0
22548435649,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z757423.jpg?v=1740621897,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548435649.jpg,0
22548435670,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z561423.jpg?v=1740621900,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548435670.jpg,0
22548437490,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/B236427.jpg?v=1740621890,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/22548437490.jpg,0
25929127140,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/V381921.jpg?v=1740620428,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929127140.jpg,0
25929127201,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J535781.jpg?v=1740614319,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929127201.jpg,0
25929129304,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z03432.jpg?v=1740620456,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929129304.jpg,0
25929129342,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J60181.jpg?v=1740620452,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929129342.jpg,0
25929129823,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/P713230.jpg?v=1740620464,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929129823.jpg,0
25929129885,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F535651.jpg?v=1740620460,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929129885.jpg,0
25929168402,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/S963201.jpg?v=1740614374,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929168402.jpg,0
25929169737,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/U166216.jpg?v=1740620491,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929169737.jpg,0
25929169836,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/I634644.jpg?v=1740614371,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929169836.jpg,0
25929180008,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F96651.jpg?v=1740616087,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180008.jpg,0
25929180039,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F19351.jpg?v=1740637230,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180039.jpg,0
25929180053,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/P07232.jpg?v=1740637076,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180053.jpg,0
